accomplish,"vt.完成,达到,实现"
wreath,"n.花圈,花冠,圈状物"
cane,"n.细长的茎,藤条vt.以杖击,以藤编制"
bough,"n.大树枝,主枝"
trunk,"n.干线,树干,躯干,箱子,主干,象鼻vt.把...放入旅行箱内adj.树干的,躯干的,干线的,箱形的"
sapling,"n.树苗,小树"
seedling,"n.秧苗,树苗"
willow,"n.柳树,柳木制品adj.柳木制的"
oak,"n.[植]橡树,橡木adj.橡木制的"
maple,"n.[植]枫,枫木,淡棕色"
elm,n.[植]榆树
cherry,"n.樱桃,樱桃树,如樱桃的鲜红色,<俚,鄙>处女膜,处女"
persimmon,n.柿子
mango,n.[植]芒果
birch,"n.桦树,白桦"
chestnut,n.栗子
conifer,"n.[植]松类,针叶树"
fir,
spruce,n.云杉adj.整洁的
mahogany,"n.[植]桃花心木,其木材,红褐色"
walnut,"n.胡桃,胡桃木"
cactus,n.[植]仙人掌
chrysanthemum,n.菊花
peony,"n.[植]牡丹,芍药,牡丹花,芍药花"
zoology,"n.动物学,生态"
vet,"n.兽医v.诊疗,作兽医"
veterinary,"n.兽医adj.医牲畜的,兽医的"
peacock,n.孔雀v.炫耀
swan,"n.天鹅,杰出的诗人、歌手,天鹅座"
phoenix,"n.凤凰,长生鸟,完人,完美之物"
crane,n.起重机
lark,"n.云雀,百灵鸟,灰黄色,诗人,嬉戏,玩乐vi.嬉耍,戏弄,骑马玩乐vt.愚弄"
nightingale,"n.[动]夜莺,<美俚>(尤指爱尔兰民歌的)男高音者"
thrush,"n.画眉,[医]鹅口疮,[兽医](马的)蹄叉腐疽"
canary,"n.[动]金丝雀,淡黄色"
robin,n.[鸟]知更鸟 Robin 罗宾(男子名)
owl,"n.[动]猫头鹰,枭,惯于晚上活动的人 Object Window Library,Borland C++ 的类库"
sparrow,n.[鸟]麻雀
raven,"n.大乌鸦,掠夺adj.乌黑的v.掠夺,狼吞虎咽"
crow,"n.乌鸦,似乌鸦的鸟,撬棍vi.啼叫,报晓,(婴孩)格格地笑"
ostrich,"n.鸵鸟,鸵鸟般的人"
gull,"n.[动] 鸥,易受骗之人,笨人vt.欺诈,骗,使上当"
seagull,n.海鸥
penguin,n.企鹅
beak,"n.鸟嘴,喙"
peck,"n.啄痕,许多,配克(容量单位,等于2加仑)vt.啄食,扔vi.啄,吹毛求疵,啄食,扔石头v.<口>吃一点点"
paw,
claw,"n.爪,脚爪v.抓"
plume,n.羽毛
poultry,n.家禽
fowl,"n.家禽,禽,禽肉v.捕野禽"
rooster,"n.雄禽,<主美>公鸡"
crest,"n.鸟冠,盔上的装饰(如羽毛),顶部,顶峰,浪头vi.到达绝顶vt.加以顶饰"
duckling,n.小鸭子
dove,n.鸽子 vbl.dive 的过去式
gallop,"n.疾驰,飞奔vi.飞驰,急速进行,急急忙忙地说vt.使飞跑,迅速运输"
livestock,"n.家畜,牲畜"
kitten,"n.小猫,小动物"
puppy,"n.(常指未满一岁的)小狗,小动物,自负的青年"
pony,"n.小型马v.付清adj.小型的,(新闻)每日摘要的"
mule,"n.骡,倔强之人,顽固的人,杂交种动物"
calf,"n.小牛,小牛皮,小腿"
lamb,"n.小羊,羔羊v.生小羊"
ram,"n.公羊,撞锤;vi.猛击,撞;vt.猛击,填塞,灌输;n. Random access memory,随机访问存储器"
fleece,"n.羊毛(尤指未剪下的),羊毛状之物,绒头织物,羊毛大衣呢vt.剪下羊毛,诈取"
ass,"n.驴,笨人,臀部"
hog,"n.肥(公)猪,贪婪者v.(使)拱起"
canine,"n.[解剖]犬齿adj.犬的,似犬的,犬科的,犬齿的"
hound,"n.猎犬vt.带猎犬狩猎,卑鄙的人,追捕,激励,使追逐"
quarry,"n.采石场,(知识、消息等的)来源vt.挖出,苦心找出vi.费力地找"
greyhound,"n.灰狗,快速船,美国灰狗长途汽车"
mammal,n.哺乳动物
suckle,"vt.哺乳,养育,吮吸vi.吸奶"
dolphin,n.海豚
lioness,n.雌狮
leopard,"n.豹,美洲豹.美洲虎"
gorilla,"n.大猩猩,壮而残暴的男人,<俚>歹徒(尤指使用暴力者)"
buffalo,"n.[动](印度,非洲等的)水牛 <美>[动]美洲野牛"
rhino,"n.<俚> 钱,现金"
hippo,n.河马
zebra,n.斑马
hoof,n.蹄v.踢
hare,n.野兔
hedgehog,n.猬
mole,"n.[医]胎块,[动]鼹鼠,防波堤,筑有防波堤的海港"
den,"n.兽穴,洞穴,(舒适的)私室(作学习或办公用)"
reptile,"n.爬虫动物,卑鄙的人adj.爬行的,爬虫类的,卑鄙的"
rattlesnake,n.<美>[动]响尾蛇
serpent,"n.大毒蛇,阴险的人"
crocodile,"n.鳄鱼,鳄鱼皮"
alligator,n.产于美洲的鳄鱼
lizard,n.[动]蜥蜴
turtle,n.海龟
tortoise,"n.龟,迟缓的人"
insecticide,n.杀虫剂
feeler,"n.动物的触须,触毛,触角,试探性的建议"
antenna,n antenae <动>触角 (antenna)n.天线
hum,"v.嗡嗡叫,哼n.嗡嗡声,吵杂声"
ladybird,n.瓢虫
larva,n.幼虫
beetle,"n.甲虫vi.悬垂,突出"
pest,n.有害物
insect,"n.昆虫,卑鄙的人adj..虫的,虫子一样的,对付虫子的"
caterpillar,n.毛虫
moth,"n.蛾,蛀虫"
wasp,
locust,"n.[动]蝗虫,蚱蜢,蝉"
worm,"n.虫,蠕虫,蚯蚓,蜗杆,螺纹,小人物;vi.蠕行,慢慢前进;vt.使蠕行,慢慢地走,给(烟草作物)除虫"
flea,"n.跳蚤,低廉的旅馆,生蚤的动物"
cobweb,"n.蜘蛛网,蛛丝"
cricket,"n.[昆]蟋蟀,[运动]板球"
dragonfly,n.蜻蜓
grasshopper,"n.蚱蜢,蝗虫,小型侦察机"
cockroach,n.蟑螂
toad,"n.[动]蟾蜍,癞蛤蟆,讨厌的家伙"
scorpion,"n.[动]蝎子,心黑的人,蝎子鞭,<俚>直布罗陀人"
microorganism,"n.[微生]微生物,微小动植物"
bacteria,n.pl.细菌
germ,"n.微生物,细菌"
fungus,"n.菌类,蘑菇"
antibiotic,n.抗生素adj.抗生的
antiseptic,"adj.防腐的,杀菌的,消过毒的n.防腐剂,杀菌剂"
flu,
influenza,n.流行性感冒
pneumonia,n.[医] 肺炎
tuberculosis,n.肺结核
rheumatism,"n.风湿,风湿病"
malady,n.疾病
malaria,"n.疟疾,瘴气"
tumour,"n.[医]瘤,肿瘤,肿块"
blister,n.水泡
sicken,"vt.使患病,使嫌恶,使恶心或昏晕vi.得病,变厌腻"
sunstroke,"n.[医]日射病,中暑"
vomit,"n.呕吐,呕吐物,催吐剂vi.呕吐,大量喷出vt.吐出,呕吐"
phobia,"n.恐怖病,恐怖症"
psychiatry,"n.精神病学,精神病治疗法"
psychology,"n.心理学,心理状态"
painkiller,n.<美口>止痛药 解痛物
narcotic,"n.麻醉药,致幻毒品,镇静剂adj.麻醉的,催眠的"
heroin,"n.海洛因,吗啡"
opium,n.鸦片vt.用鸦片处理
tablet,"n.写字板,书写板,碑,牌匾,拍纸簿,便笺簿,药片,小块"
capsule,"n.(植物)蒴果,胶囊,瓶帽,太空舱"
counterdrug,n.解瘾药
pharmacist,"n.配药者,药剂师"
pharmacy,"n.药房,药剂学,配药业,制药业,一批备用药品"
dispense,"vt.分发,分配"
ether,"n.天空醚,大气,苍天,[物]以太"
dispensary,"n.(学校、兵营或工厂的)诊疗所,药房,防治站"
dissect,"v.把...解剖(动植物等),切开仔细研究,把...切成碎片"
anatomy,"n.剖析,解剖学"
physiological,"adj.生理学的,生理学上的"
physiology,n.生理学
acupuncture,n.针刺疗法v.施行针刺疗法
therapy,n.治疗
therapist,n.临床医学家
clinical,"adj.临床的,病房用的"
syringe,"n.注射器,注油器,洗涤器v.注射,冲洗,灌洗"
hygiene,"n.卫生,卫生学"
sanitary,"adj.(有关)卫生的,(保持)清洁的,清洁卫生的n.(有关生设备的)公共厕所"
sanatorium,"n.疗养院,休养地"
fitness,"n.适当,适切性"
longevity,"n.长命,寿命,供职期限,资历"
violet,n.紫罗兰adj.紫罗兰色的 Violet 维奥莱特(女子名)
purple,adj.紫色的n.紫色
scarlet,"n.猩红色,鲜红色布adj.猩红的,鲜红的,深红的"
rosy,"adj.蔷薇色的,玫瑰红色的"
reddish,"adj.微红的,略带红色的"
khaki,adj.黄褐色n.卡其布
silvery,"adj.似银的,有银色光泽的,银铃一般的,清脆的"
crimson,adj.深红色的n.深红色
amber,"n.琥珀adj.琥珀制的,琥珀色(黄色)的"
ivory,n.象牙
blond,adj.金发的n.白肤碧眼金发的人
blonde,"adj.色白的,碧眼的n.金发碧眼的女人"
fairness,"n.公平,正直,美好,明亮,清晰,适当,顺利性"
touching,"adj.动人的,令人同情的 prep.<书>关于,至于"
receptive,"adj.善于接受的,能接纳的"
popularity,"n.普及,流行,声望"
craze,n.狂热
Dutch,
aborigine,
aboriginal,"adj.土著的,原来的n.土著居民"
Czar,
Cantonese,
Yank,
Yankee,
Jew,
gipsy,vi.流浪
gypsy,"n.吉普赛人,吉普赛语adj.象吉普赛人的vi.流浪"
townsfolk,"n.市民,市镇居民"
Negro,
nickname,"n.诨号,绰号,昵称vt.给...取绰号,给...起浑名"
surname,n.姓v.用姓称呼
forename,n.名
clan,"n.部落,氏族,宗族,党派"
forefather,"n.祖先,祖宗"
grassroots,
rustic,adj.乡村的
et al,
et cetera,
firstborn,"adj.头生的(子女),初生的,第一胎生的n.初生儿,长男,长女"
lad,"n.少年,青年男子,<口>伙计,家伙(呢称)"
chap,
maiden,"n.少女,处女adj.未婚的,纯洁的,处女的,无经验的"
lass,"n.少女,爱人,情妇,<苏格兰>女佣"
shit,"vi.拉屎,<俚>对...胡扯,企图欺骗,取笑vt.欺骗n.粪,屎int.狗屁!"
guy,"n.家伙,人 Guy 盖伊(男子名)"
mate,"n.配偶,对手,助手vt.使配对,使一致,结伴vi.成配偶,紧密配合"
unisex,adj.男女皆宜的
virgin,"n.处女,(晚近用法)处男adj.处女的,童贞的,纯洁的,洁白无瑕疵的,未被玷污的,原始的,处于原耒状态的,未采伐过的森林 美国著名游戏软件公司"
spinster,"n.[律]未婚妇女,老处女"
mistress,"n.主妇,女主人,女能人,情妇"
concubine,"n.妾,情妇,姘妇"
bony,"adj.多骨的,瘦骨嶙峋的"
hobbyist,"n.沉溺于某种癖好者,嗜某爱好成癖的人"
pedestrian,"n.步行者adj.徒步的,呆板的,通俗的"
eccentric,adj.古怪n.行为古怪的人
lunatic,"adj.精神错乱的,疯狂的,极端愚蠢的n.疯子,狂人,大傻瓜,疯人"
idiot,"n.白痴,愚人,傻瓜"
folly,"n.愚蠢,荒唐事,轻松歌舞剧,讽刺剧,傻念头,傻话,耗费巨大而又无益的事,<古>放荡"
drunkard,"n.醉汉,酒鬼"
creditor,n.债权人
dependant,"n.(=dependent)侍从,食客"
dependent,"adj.依靠的,依赖的,由...决定的,随...而定的"
orphanage,"n.孤儿院,孤儿身份"
informant,"n.通知的人,密告者,被调查的人"
bastard,n.私生子
derelict,adj.被抛弃了的n.遗弃物
paradise,n.天堂
fairy,"n.仙女,精灵,<美俚>漂亮姑娘adj.仙女的"
fairyland,"n.仙境,乐园,奇境"
goddess,n.女神
theology,n.神学
theologian,"n.神学者,空头理论家"
shrine,"n.神龟,神殿,神祠,圣地"
altar,"n.祭坛,(基督教教堂内的)圣坛,祈祷祭拜的地方"
idol,"n.偶像,崇拜物,幻象,[逻]谬论"
sect,"n.宗派,教派,教士会,流派,部分,段"
denomination,n.命名
Buddha,
Catholic,
Puritan,
Islam,
Muslim,
Protestant,
Christianity,
savior,"n.救助者,救世主,救星,耶稣基督"
saviour,"n.[亦作savior] 救星,[The Saviour] 救世主,耶稣基督"
abbey,"n.修道院,修道士(总称)"
monastery,"n.修道院,僧侣"
cathedral,n.大教堂
chapel,"n.小礼拜堂,礼拜"
mosque,n.清真寺
parish,n.教区
steeple,n.尖塔
churchyard,"n.墓地,境内"
creed,n.信条
Koran,
rite,"n.仪式,典礼,习俗,惯例,礼拜式,教派"
pope,
missionary,"adj.传教的,传教士的n.传教士"
clergy,"n.(集合称)圣职者,牧师,僧侣,神职人员"
clergyman,"n.牧师,教士"
bishop,n.主教
archbishop,n.[宗]大教主
priest,n.牧师
vicar,n.教区牧师
pilgrim,"n.圣地朝拜者,朝圣"
saint,"n.圣人,道德崇高的人,圣徒adj.神圣v.成为圣徒"
relic,"n.遗物,遗迹,废墟,纪念物"
monk,"n.修道士,僧侣"
nun,"n.修女,尼姑"
hermit,"n.隐士,隐居者"
disciple,"n.信徒,弟子,门徒"
sermon,"n.训诫,说教,布道"
almighty,adj.全能的
baptize,"vt.给人施洗礼(作为入基督教的标志),洗炼,命名(作为洗礼仪式的一部分)"
baptism,"n.浸洗,[喻]洗礼,严峻考验"
anthem,"n.圣歌,赞美诗"
carol,"n.欢乐的歌,颂歌,(尤指)圣诞节颂歌v.歌颂,欢唱 Carol 卡罗尔(女子名)"
Mass,
hymn,"n.赞美诗,圣歌v.唱赞美歌"
choir,"n.唱诗班,唱诗班的席位"
salvation,"n.拯救,救助"
repent,"v.后悔,悔改,忏悔,悔悟"
secular,adj.长期的
earthly,"adj.现世的,可能的,地球的,俗世的,"
Satan,
devil,"n.魔鬼,恶棍"
devilish,"adj.如恶魔般的,精力旺盛的"
monster,"n.怪物,妖怪"
witchcraft,"n.魔法,魔力"
ghost,"n.鬼,幽灵"
deceased,adj.已故的n.死者
fate,"n.天数,命运,运气vt.注定,送命"
coffin,n.棺材
condolence,"n.哀悼,吊唁"
corpse,n.尸体
carcass,n.(屠宰后)畜体
carcase,"n.(动物)尸体,(船,房)架子"
deathly,adj.死一般的adv.象死一样地
sanguinary,adj.残暴的
burial,n.埋葬
cemetery,"n.墓地,公墓"
tomb,n.坟墓v.埋葬
corporal,"n.<美>下士adj.肉体的,身体的"
plump,"adj.圆胖的,丰满的,鼓起的vt.突然放下,使丰满,使鼓起vi.变丰满,鼓起adv.使发胖(或鼓起)的东西,鼓鳃物,沉重(或突然)坠落,沉重地,突然地,坦白地n.扑通声"
stout,"adj.结实的,勇敢坚定的,激烈的,矮胖的,顽强的n.矮胖子,烈性啤酒"
embryo,"n.胚胎,胎儿,胚芽adj.胚胎的,初期的"
skull,"n.头脑,头骨"
scalp,v.剥头皮n.头皮
marrow,"n.髓,骨髓,精华,活力,<苏格兰>配偶"
forehead,"n.前额,(任何事物的)前部"
brow,"n.眉毛,额,(面部)表情"
eyebrow,n.眉毛
eyelash,n.睫毛
eyelid,"n.眼皮,眼睑"
eye-opener,
retina,n.[解]视网膜
cornea,n.[医]角膜
nostril,n.鼻孔
jaw,"n.[解]颚,颌,下巴(用复数),(山谷、海峡等的)狭窄的入口,[机]叉钳,钳夹v.闲谈,教训,唠叨"
eardrum,"n.[解]中耳,鼓膜n.[解]耳膜"
saliva,"n.口水,唾液"
sperm,"n.精液,精子,鲸油"
backbone,"n.脊椎,中枢,骨干,支柱,意志力,勇气,毅力,决心;骨干网"
spine,"n.脊骨,书脊,地面隆起地带,中心,剌"
bosom,"n.胸部,胸,胸怀,内心,内部,中间,任何温暖、舒适而熟悉的地方vt.怀抱,隐匿"
breast,"n.胸部,乳房,胸怀,心情vt.以胸对着,对付"
rib,
abdomen,"n.腹,腹部"
belly,"n.腹部,胃vi.涨满"
tummy,"n.胃,肚子(常指旅游者患的)腹痛,腹泻"
liver,"n.居住者,生活优裕的人,肝脏"
kidney,"n.肾,(动物可食用的)腰子,个性,性格"
gland,"n.[解剖]腺,[机械]密封管"
bowels,"n.pl.肠,内脏,内部"
intestine,"adj.内部的,国内的n.[解,动]肠"
bladder,"n.膀胱,气泡,球胆"
urine,n.尿
limb,"n.肢,翼,分支"
forearm,"n.前臂vt.准备战斗,预先武装,准备"
thigh,"n.大腿,股"
hip,"n.臀,蔷薇果,忧郁adj.熟悉内情的vt.使忧郁,给(屋顶)造屋脊int.喝彩声"
armpit,n.腋窝
wrist,"n.手腕,腕关节"
knuckle,"n.指节,关节"
moustache,"n.小胡子,(哺乳动物的)触须"
whisker,"n.腮须,胡须,扫拂者vt.使有须,使有须状物"
hairy,"adj.多毛的,毛似的"
bushy,"adj.灌木茂密的,浓密的"
bristle,"n.刚毛,猪鬃vi.(毛发等)竖起,发怒"
wig,
footprint,"n.足迹,脚印"
footstep,"n.脚步,脚步声,一步跨出去的距离"
squat,"v.蹲坐,蹲伏n.蹲坐adj.蹲着的"
crouch,"vi.蜷缩,蹲伏"
clench,"n.牢牢抓住,钉紧,敲弯的钉头v.紧握,(拳头)牢牢地抓住,确定,敲弯vi.握紧,钉牢"
grimace,"n.面部的歪扭,痛苦的表情,鬼脸vi.扮鬼脸,作苦相"
baby-sit,
bachelor,"n.单身汉,文理学士,幼雄兽"
cab," 一种压缩文件格式;n.出租马车,出租汽车,计程车,(机车,卡车,起重机的)司机室,驾驶室vi.乘出租马车"
cadet,"n.军官学校学生,<旧俚>(妓院)拉皮条的人"
bandit,n.强盗
cadre,"n.基础结构,骨骼,干部"
dealer,"n.经销商,商人"
dean,"n.(大学)院长,主持牧师,(基督教)教长n. 迪安 Dean(男子名)"
headmistress,n.女校长
salesclerk,n.商店里的店员
caretaker,"n.管理者,看管者,看守者"
janitor,n.看门人
headman,"n.首领,酋长,工头,刽子手"
secrecy,"n.秘密,保密"
secretarial,"adj.秘书的,书记的"
secretariat,"n.秘书处,书记处,秘书(书记,部长等)的职位"
rower,n.划手
stockbroker,n.股票经纪人
stockholder,n.股东
veteran,"n.老兵,老手,富有经验的人,退伍军人adj.老兵的,经验丰富的"
plumber,n.水管工人
electrician,"n.电工,电学家"
midwife,"n.助产士,接生员,产婆"
middleman,n.中间人
smith,"n.铁匠,金属品工匠"
blacksmith,"n.锻工,铁匠"
mason,n.泥瓦匠vt.用砖瓦砌成
cobbler,"n.皮匠,补鞋匠,工匠"
messenger,"n.报信者,使者"
innkeeper,n.旅馆主人
tavern,"n.酒馆,客栈"
firefighter,
fire-drill,
apprentice,n.学徒v.当学徒
constable,"n.治安官,警官,巡官"
cop,"n.警官,巡警,[纺]管纱vt.抓住"
governess,n.女家庭教师
tradesman,"n.零售商,工匠"
don,"n.<西>君,先生(西班牙语冠于男子姓名前),阁下,(英国剑桥或牛津大学)指导教师vt.穿上"
foreman,"n.领班,工头,陪审团主席"
surveillance,"n.监视,监督"
vendor,n.卖主
butler,"n.仆役长,男管家"
dresser,"n.梳妆台,化妆师,碗柜,(医院)裹伤员"
fraternity,"n.兄弟关系,友爱,互助会,兄弟会"
practitioner,"n.从业者,开业者"
troubleshooter,"n.纷争解决者,调解纷争专家"
miner,n.矿工
courier,"n.送快信的人,旅行从仆"
housebreaker,"n.侵入家宅者,拆屋者,强盗n.侵入家宅者,强盗,<英>拆旧屋者"
prophet,"n.先知,预言者,提倡者"
landlady,"n.女房东,女地主,(旅馆等的)老板娘"
landlord,"n.房东,地主,(旅馆等的)老板"
hairdresser,"n.(为女子做发的)理发师,美容师"
barber,"n.理发员,理发师vt.为...理发,刮脸等"
chauffeur,n.<法>司机
marker,"n.作记号的人,记分员,纪念碑,标记,里程碑n.[军]标兵"
bodyguard,"n.保镖,护卫"
mayor,n.市长
tobacconist,"n.烟草商,烟店"
guardian,"n.护卫者,保护人,监护人adj.守护的"
usher,"n.引座员,招待员,传达员,前驱vt.引导,展示vi.作招待员"
rep,n.棱纹平布
shepherd,"n.牧羊人,牧羊狗v.牧羊,看管,带领"
errand,"n.差事,差使,使命"
manpower,n.人力
workload,n.工作量
halve,"vt.二等分,平分,分享,减半"
sweatshop,"n.血汗工厂(指工人劳动条件差,工作时间长,工资低的工场或工厂)"
stricken,"v.(strike的过去分词,见 strike)adj.被打中的,遭殃的,患病的"
sawmill,"n.锯木厂,锯木机"
recess,"n.(墙壁等的)凹进处,[解]隐窝vt.使凹进vi.休假,休息"
funnel,"n.漏斗,烟窗"
smokestack,n.烟窗
fireplace,n.壁炉
fireside,"n.炉边,家庭adj.炉边的,亲切的,无拘无束的"
stove,n.炉
firewood,"n.木柴,柴火"
firework,
closet,"n.壁橱,储藏室,厕所adj.关起门来的vt.关入私室密谈"
sidelight,"n.侧面射进来的光线,侧灯,舷灯,拾零,杂闻,间接说明"
skylight,n.天窗
pane,"n.长方块,尤指窗格,窗格玻璃,边,面"
lavatory,"n.厕所,<主英>抽水马桶,<美>洗脸盆,浴室"
hedgerow,n.灌木篱墙
tier,"n.列,行,排,层,等级vt.使造成递升排列,使层叠vi.成递升徘列"
couch,"n.(文学)床,睡椅 v.(用语言)表达"
settee,n.有靠背的长椅
stool,"n.凳子,大便,厕所vi.长新枝vt.诱捕"
sideboard,n.餐具柜
showcase,"n.(商店或博物馆的玻璃)陈列橱,<主美>显示优点的东西"
wardrobe,"n.衣柜,衣厨,衣室,衣服,行头,剧装"
cot,"n.轻便小床,帆布床"
locker,"n.上锁的人,有锁的橱柜,锁扣装置,有锁的存物柜"
earphone,"n.头戴受话器,耳机"
earplug,n.耳塞
socket,"n.窝,穴,孔,插座,牙糟v.给...配插座"
cassette,"n.盒子,盒式磁带"
oven,"n.烤箱,烤炉,灶"
bulb,"n.鳞茎,球形物"
dryer,"n.干衣机,干燥剂"
drier,"n.干燥机,干燥剂"
dry-clean,
headset,n.戴在头上的耳机或听筒
semi-conductor,
transistor,n.[电子]晶体管
hoover,n.胡佛电动吸尘器vi.胡佛电动吸尘
portable,"adj.轻便的,手提(式)的,便携式的"
roller,"n.滚筒,辊子"
spotlight,n.聚光灯
hydroelectric,adj.水力电气的
intercom,"n.连络用对讲电话装置,内部通信联络系统"
switchboard,"n.配电盘,接线总机"
gramophone,n.留声机
pager,"n.呼机,寻呼机"
fluorescent,"adj.荧光的,莹光的"
flashlight,"n.手电筒,闪光灯"
untie,"vt.解开,解放,解决vi.松开,解开"
clout,"n.敲打,轻叩,破布vt.叩,敲一下"
flick,"n.(用鞭)快速的轻打,轻打声,弹开v.轻弹,轻轻拂去,忽然摇动,(翅)拍动,(旗)飘扬"
sever,v.切断
thrash,"vt.打(谷),(用棍、鞭等)痛打,打败,使逆行,胜过,使颠簸,推敲vi.打谷,击,颠簸,逆行n.打谷,逆风浪行进"
thresh,"vt.脱粒,反复的打击,翻滚,反复做,推敲vi.打谷,打,颠簸"
scissors,n.pl.剪刀
duster,"n.掸子,打扫灰尘的人,防尘长外衣"
dustpan,"n.畚箕,粪斗"
fastening,"n.扣紧,扎牢,系结物,结扎工,结扎者"
cord,"n.绳索,束缚"
jack,
scaffolding,n.脚手架
