define,"vt.定义,详细说明"
refuge,"n.庇护,避难,避难所"
refugee,"n.难民,流亡者"
refund,"v.退还,偿还n.归还,偿还额,退款"
refute,"vt.驳倒,反驳"
rehearse,"vt.预演,排演,使排练,复述,练习,背诵,作假vi.排练,练习,演习"
rein,"n.缰绳,统治,支配vt.以缰绳控制,统治,驾驭vi.勒住马,止住"
rejoice,"v.(使)欣喜,(使)高兴,喜悦"
relativity,"n.相对性,相关性,[物]相对论"
relay,"n.驿马,接替,[电工]继电器vt.(消息,货物等)分程传递,使接替,转播vi.得到接替,转播"
relish,n.意味
remainder,"n.残余,剩余物,其他的人,[数]余数v.廉价出售adj.剩余的,出售剩书的"
remnant,"n.残余,剩余,零料,残迹adj.剩余的,残留的"
removal,"n.移动,免职,切除"
renovate,"vt.革新,刷新,修复"
repay,"v.偿还,报答,报复"
repetition,"n.重复,循环,复制品,副本"
repression,"n.镇压,抑制,抑压"
reproach,v.责备
reptile,"n.爬虫动物,卑鄙的人adj.爬行的,爬虫类的,卑鄙的"
reservation,"n.保留,(旅馆房间等)预定,预约"
resign,"n.辞去(职务)v.辞去,辞职"
resolute,adj.坚决的
resolution,"n.坚定,决心,决定,决议;分辨率"
respective,"adj.分别的,各自的"
restless,"adj.得不到休息的,不平静的,不安宁的"
resultant,"adj.作为结果而发生的,合成的"
resume,"n.摘要,概略,<美> 履历vt.再继续,重新开始,重新占用,再用,恢复"
retire,"vi.退休,引退,退却,撤退,就寝"
retort,"v.反驳,反击,回报n.曲颈甑,曲颈瓶,蒸器"
retrieve,v.重新得到n.找回
revenge,"n.报仇,复仇vt.替...报仇,复仇"
revolt,"v.反抗,起义,反叛,反感,厌恶"
rib,
ribbon,"n.缎带,丝带,带,带状物,带子"
riddle,"n.谜,谜语,神秘人物v.解谜,出谜,迷惑"
ridge,"n.背脊,山脊,屋脊,山脉,犁垄v.起皱,成脊状延伸,翻土作垄"
rifle,"n.来复枪,步枪,来复线,膛线vt.用步枪射击,抢夺vi.掠夺"
rim,"n.边,轮缘,蓝框vt.镶边,为...装边,沿...边缘滚动vi.形成边状"
riot,"n.暴乱,骚动,(植物,疾病等)蔓延,放荡,暴动v.骚乱,放纵,挥霍,参加骚动"
ripe,"adj.熟的,成熟的,时机成熟的v.成熟"
roar,"n.吼叫,怒号vi.吼叫,怒号v.滚动,咆哮"
rob,"v.抢夺,抢掠,剥夺"
robe,"n.长袍,罩衣,礼服,制服"
rod,"n.杆,棒"
rotary,adj.旋转的
rotate,v.(使)旋转 /v.旋转/翻转
rotten,"adj.腐烂的,恶臭的,堕落的,(岩石等)风化的,虚弱的,无用的"
rouse,"v.唤醒,激起,使振奋,惊起n.觉醒,奋起"
royalty,"n.皇室,王权"
rub,"v.擦,摩擦 rt. (～ along) 和谐相处,(～ off) 擦掉,擦破,(～ out) 把(记号,笔记,笔迹等)擦掉"
rubber,"n.橡皮,橡胶"
ruby,n.红宝石
rumor,"n.流言,谣言,传闻vt.谣传,传闻"
rust,n.铁锈vt.(使)生锈
ruthless,"adj.无情的,残忍的"
sack,"n.大袋,大袋之量,麻布袋,短而松的袍装,布袋装,洗劫vt.解雇,装入袋,洗劫,就寝"
saddle,"n.鞍,鞍状物v.承受"
saint,"n.圣人,道德崇高的人,圣徒adj.神圣v.成为圣徒"
salient,"adj.易见的,显著的,突出的,跳跃的n.凸角,突出部分"
salute,"n.(尤指军队等之)举手礼,升降旗致敬,呜礼炮等,敬礼v.行礼致敬,敬礼"
salvation,"n.拯救,救助"
sane,adj.健全的
satisfactory,"adj.满意的,赎罪的"
saturate,"v.使饱和,浸透,使充满"
sauce,"n.沙司,酱油,调味料vt.调味,使增加趣味"
saucer,"n.茶托,碟子,茶碟"
sausage,"n.香肠,腊肠"
saw,n.锯v.锯 vbl.see的过去式
scar,"n.伤痕,疤痕v.结疤,使留下伤痕,创伤"
scarce,"adj.缺乏的,不足的,稀有的,不充足的"
scarf,"n.围巾,头巾领巾,嵌接,嵌接处,切口v.围(围巾),披(头巾)嵌接"
scenario,"n.想定 游戏的关,或是某一特定情节"
scenery,"n.风景,景色"
scent,"n.气味,香味,香水,线索,嗅觉,臭迹vt.闻出,嗅,发觉,循着遗臭追踪,使充满气味vi.嗅猎,发出气味"
scissors,n.pl.剪刀
scout,"n.侦察,搜索,侦察员,侦察机vi.守候,侦察,巡视,嘲笑vt.侦察,跟踪,觅得,监视,轻蔑地拒绝(建议,意见等)"
scramble,"n.爬行,攀缘,抢夺,混乱vi.攀缘,杂乱蔓延,争夺,拼凑,匆忙vt.攀登,搅乱,使混杂"
scrap,"n.小片,废料,剪下来的图片,文章,残余物,废料,打架vt.扔弃,敲碎,拆毁vi.互相殴打adj.零碎的,废弃的"
scrape,"n.刮,擦,擦痕,刮擦声,困境vi.刮掉,擦掉,刮出刺耳声vt.刮,擦,擦伤,挖成"
scratch,"n.乱写,刮擦声,抓痕,擦伤vt.乱涂,勾抹掉,擦,刮,搔,抓,挖出vi.发刮擦声,搔,抓adj.打草稿用的,凑合的"
screw,"n.螺丝钉,螺旋,螺杆,螺孔,螺旋桨,吝啬鬼vt.调节,旋,加强,压榨,强迫,鼓舞vi.转动,旋,拧"
script,"n.手稿,手迹,剧本,考生的笔试卷,原本"
seam,"n.接缝,线缝,缝合线,衔接口,伤疤,层vt.缝合,接合,焊合,使留下伤痕vi.裂开,发生裂痕"
segregate,v.隔离
semester,n.学期
sensation,"n.感觉,感情,感动,耸人听闻的"
serial,adj.连续的
sew,"v.缝制,缝纫,缝合"
shabby,"adj.破旧的,褴褛的,低劣的,卑鄙的,不公平的"
shaft,"n.轴,杆状物"
shallow,"adj.浅的,浅薄的"
sham,v.佯装n.伪品adj.虚假的
shampoo,"n.洗发精,洗发香波,洗发vt.洗头,洗发"
shatter,"n.粉碎,碎片,落花(叶,粒等)vt.打碎,使散开,粉碎,破坏vi.粉碎,损坏,落叶"
shave,"v.剃,刮,削刮vt.刨,削n.刮脸"
shear,"v.剪,修剪,剪切"
sheet,"n.(一)片,(一)张,薄片,被单,被褥"
shepherd,"n.牧羊人,牧羊狗v.牧羊,看管,带领"
shilling,n.先令(1971年以前的英国货币单位)
shipment,"n.装船,出货"
shiver,"v.颤抖,打碎,碎裂n.(无法控制的)颤抖,碎片"
shopkeeper,n.店主
shortage,"n.不足,缺乏"
shove,"n.<口>推,挤vt.<口>推挤,猛推,强使vi.推"
shrewd,adj.精明
shrug,n.耸肩v.耸肩
shutter,"n.关闭者,百叶窗,快门,<美俚>安眠药;vt.关上,装以遮门,以百叶窗遮闭"
shuttle,"n.往返汽车(列车、飞机),航天飞机,梭子,穿梭v.穿梭往返"
sideways,"adv.向一旁,向侧面地,斜地里adj.一旁的,向侧面的"
siege,"n.包围,围城,长期努力,不断袭击,围攻v.包围,围攻"
sigh,"n.叹息,叹息声vi.叹息,叹气"
sightseeing,n.观光
silly,"adj.愚蠢的,无聊的,失去知觉的,无助的"
simultaneous,"adj.同时的,同时发生的"
singular,"n.单数adj.单一的,非凡的,异常的,持异议的"
sink,"vi.沉下,(使)下沉n.水槽,水池 接收器"
sip,
siren,"n.汽笛,警报器,空袭警报,妖妇v.(救火车等)响着警报器行驶"
situated,"adj.位于,被置于境遇,处于...的立场"
skate,"n.冰鞋,溜冰,老马,可鄙的人vi.滑冰,滑过"
skeleton,"n.(动物之)骨架,骨骼,基干,纲要,万能钥匙"
skull,"n.头脑,头骨"
skyscraper,"n.摩天楼,高丛的烟囱"
slam,"v.砰地关上,砰地放下,猛力抨击,冲击n.砰,猛击,撞击,冲击"
slap,"vt.拍,掌击,拍击n.拍,掌击,拍击"
slaughter,"n.屠宰,残杀,屠杀v.屠宰,残杀,屠杀"
sleeve,n.袖子
slender,"adj.苗条的,微薄的,微弱的"
slide,"v.(使)滑动,(使)滑行n.滑,滑动,幻灯片"
slipper,"n.拖鞋,制轮器vt.用拖鞋打(孩子等)"
slippery,"adj.滑的,光滑的"
slit,"vt.切开,撕裂n.裂缝,狭长切口"
slogan,"n.口号,标语"
slope,"n.斜坡,斜面,倾斜v.(使)顺斜"
smash,"v.打碎,粉碎n.打碎,粉碎adj.出色的"
smuggle,"n.走私,偷带v.走私"
snap,"v.猛地吸住,突然折断,使劈啪地晌,猛咬n.猛咬,突然折断,劈啪声adj.突然的"
snatch,v.攫取n.攫取
sneeze,n.喷嚏vi.打喷嚏
sniff,"v.用力吸,嗅,闻到,发觉,轻视,用力吸气n.吸,闻,吸气声,嗤之以鼻"
snobbish,adj.势利的
soar,"v.高飞,高丛,滑翔,剧增,昂扬n.高飞范围,高涨程度"
sob,"v.哭诉,(风等)发呜咽声,哭泣n.呜咽,哭泣"
sober,adj.冷静的v.镇定
sociable,"adj.好交际的,友善的,增进友谊的,喜欢群居的"
socialism,"n.社会主义,社会主义运动"
solar,"adj.太阳的,日光的"
solemn,"adj.庄严的,隆重的,严肃的"
solitary,adj.孤独的
solo,n.独奏曲adj.单独的
soluble,"adj.可溶的,可溶解的"
sophomore,"n.大学二年级生,有二年经验的人"
sore,"adj.疼痛的,痛心的,剧烈的n.痛的地方,痛处"
sorrow,"n.悲哀,悲痛"
sour,"adj.酸的,发酵的,酸腐的,酸味的"
spade,"n.铲,铁锹v.铲"
sparkle,"v.发火花,(使)闪耀,(香槟酒等)发泡,用眼神表达,发光闪烁n.火花,闪光,光彩,活力,发泡"
spear,"n.矛,枪"
specialty,n.专业
specification,"n.详述,[常 pl.] 规格,说明书,规范"
specimen,"n.范例,标本,样品,样本,待试验物"
spectacular,"adj.引人入胜的,壮观的"
spectator,n.观众(指比赛或表演)
spicy,"adj.加香料的,出产香料的,辛辣的,有风味的"
spin,"v.旋转,纺,纺纱n.旋转"
spine,"n.脊骨,书脊,地面隆起地带,中心,剌"
spiral,adj.螺旋形的n.螺旋v.盘旋
spit,"n.唾液v.吐(唾沫),吐出,发射,发出,喷吐"
splendid,"adj.壮丽的,辉煌的,极好的"
spokesman,"n.发言人,代表者"
sponge,"n.海绵,海绵体,海绵状物,(外科用的)棉球,纱布v.用海绵等冼涤、揩拭、擦拭或清除,用海绵吸收(液体),(俗)依赖某人生活,诈取某人钱财,海绵般吸收"
spoon,"n.匙,调羹,勺子"
sprinkle,"v.撒(某物)于(某物之表面),洒,喷撒"
sprout,v.萌芽n.苗芽
stab,"n.刺,刺伤的伤口,一阵突然而强烈的感觉,中伤,伤痛v.剌,刺伤,伤害(感情等)"
stack,"n.堆,一堆,堆栈v.堆叠"
stadium,n.露天大型运动场
stagger,"v.摇晃,蹒跚,交错,摇摇摆摆adj.交错的"
stagnant,"adj.停滞的,迟钝的"
stair,"n.(阶梯的某)一级,楼梯"
stairway,n.楼梯
stale,"n.(牲畜等的)尿adj.不新鲜的,陈腐的,疲倦的,陈旧的vt.使变旧,走味vi.变陈旧,变无味,失时效,撒尿"
stalk,"n.茎,柄,梗,秆"
stall,"n.货摊,畜栏,厩,出售摊v.(使)停转,(使)停止,迟延"
stamp,"n.邮票,印花,印,图章,标志,印记,跺脚,顿足v.跺(脚),顿(足),压印"
staple,"n.钉书钉,钉,主要产品(或商品),原材料,主要成分,来源adj.主要的,常用的,大宗生产的v.把...分类,把...分级"
stare,"v.(～ at) 凝视,盯着看"
static,"adj.静态的,静力的 静电噪声"
statical,
stationery,"n.文具,信纸"
statue,vt.以雕像装饰n.雕像
steak,"n.(供煎,烤等的)肉,鱼,肉片,鱼片,肉排,牛排"
stereo,"n.立体声系统,立体声,[印]铅版,立体照片adj.立体的,立体感觉的"
stereotype,"n.[印]铅版,陈腔滥调,老套vt.使用铅版,套用老套,使一成不变"
stiff,"adj.硬的,僵直的,拘谨的,呆板的,艰难的,费劲的,僵硬的"
sting,"n.刺,刺痛,针刺v.刺,刺痛,刺激"
stir,"n.轰动,搅动,监牢vt.动,移动,摇动,激起,搅和,惹起vi.走动,传播,流行"
stitch,"v.缝,缝合n.一针,针脚,缝针"
stocking,n.长袜
stomach,"n.胃,胃口,胃部v.容忍"
stool,"n.凳子,大便,厕所vi.长新枝vt.诱捕"
stoop,"n.弯腰,屈背,屈服vi.弯下,弯下上身,屈服,弯腰,堕落vt.俯曲,辱没"
storey,n.[建] 层
strap,"n.带,皮带vt.用带缚住,用带捆扎"
straw,"n.稻草,麦杆"
streamline,adj.流线型的
strenuous,"adj.奋发的,使劲的,紧张的,热烈的,艰辛发奋的"
stride,"v.大步走(过),跨过,大步行走n.步幅"
strife,"n.斗争,冲突,竞争"
stroke,"n.击,敲,报时的钟声,(网球等)一击,(划船等)一划,(绘画等)一笔,一次努力,打击vt.抚摸"
stubborn,"adj.顽固的,固执的,坚定的,坚决的,难应付的,难处理的"
stuff,"n.原料,材料,素材资料vt.塞满,填满,填充"
stun,"vt.使晕倒,使惊吓,打晕n.晕眩,打昏,惊倒"
sturdy,"adj.强健的,坚定的,毫不含糊的n.[兽医]家畜晕倒病"
submarine,"n.潜水艇,潜艇adj.水下的,海底的"
submerge,"v.浸没,淹没,掩没vi.潜水"
subordinate,"adj.次要的,从属的,下级的n.下属v.服从"
substance,"n.物质,实质,主旨,物质,物"
subtract,"v.(～ from)减去,减"
successor,"n.继承者,接任者,后续的事物"
suck,"v.吸,吮,吸取"
suffice,"vi.足够,有能力vt.使满足"
sulfur,"n.[化] 硫磺,硫黄vt.用硫磺处理"
summary,"n.摘要,概要"
summit,"n.顶点,最高阶层adj.政府首脑的vi.参加最高级会议的"
sunset,"n.日落,晚年"
supersonic,"adj.超音波的n.超声波,超声频"
surrender,"vt.交出,放弃,使投降,听任vi.投降,自首n.交出,放弃,投降 投降算了"
swan,"n.天鹅,杰出的诗人、歌手,天鹅座"
swarm,"n.蜂群,一大群v.涌往,挤满,密集,成群浮游,云集"
sway,"v.摇摆,摇动"
sweat,n.汗v.(使)出汗
swift,"n.[鸟]雨燕,(梳棉机等的)大滚筒adj.迅速的,快的,敏捷的,立刻的adv.迅速地,敏捷地"
symmetry,"n.对称,匀称"
sympathize,"vi.同情,共鸣,同感,同意,吊唁"
syndrome,n.综合病症
synthesis,"n.综合,合成"
systematical,"adj.组织性的,系统的"
tablet,"n.写字板,书写板,碑,牌匾,拍纸簿,便笺簿,药片,小块"
taboo,"n.(宗教)禁忌、避讳,禁止接近,禁止使用adj.禁忌的,忌讳的vt.禁忌,避讳,禁制,禁止"
tactics,"n.战术,策略"
tame,"adj.(指动物)驯服的、柔顺的,(指人)没精打彩的、顺从的,被开垦的,沉闷的,乏味的,平淡的vt.驯养,驯服,制服,使变得平淡vi.变得驯服"
tan,"n.日晒后的颜色,棕褐色,茶色adj.棕褐色的,茶色v.晒黑,晒成褐色"
tangle,n.混乱状态v.处于混乱状态
tank,"n.(盛液体,气体的大容器)桶、箱、罐、槽,池塘,坦克,战车,柜,储水池vt.储于槽中,击败vi.大量喝酒"
tanker,n.油轮
tape,"n.带子,带,录音带,磁带vt.录音"
tar,"n.焦油,柏油;[计]一种压缩文件的扩展名"
tariff,"n.关税,关税表,税则,(旅馆,饭店等的)价目表、价格表vt.课以关税"
tease,"n.揶揄,戏弄,逗惹vt.取笑,逗恼,奚落,欺负,嘲弄,取笑,强求,梳理"
technician,"n.技术员,技师"
tedious,"adj.单调乏味的,沉闷的,冗长乏味的"
telegram,n.电报
temple,"n.庙,寺,神殿,教堂,礼拜堂,太阳穴,鬓角"
tempo,"n.(音乐)速度、拍子,发展速度"
temptation,"n.诱惑,诱惑物"
tenant,"n.承租人,房客,租客v.出租"
tender,"adj.嫩的,温柔的,软弱的"
tense,"adj.紧张的,拉紧的v.(使)紧张,(使)拉紧n.[语法]时态"
tent,n.帐篷
terminate,"v.停止,结束,终止"
terrify,"vt.使恐怖,恐吓"
testimony,"n.证词(尤指在法庭所作的),宣言,陈述"
texture,"n.(织品的)质地,(木材,岩石等的)纹理,(皮肤)肌理,(文艺作品)结构"
thereafter,"adv.其后,从那时以后"
thermal,"adj.热的,热量的"
thermometer,"n.温度计,体温计"
thick,"adj.厚的,粗的,稠的,浓的n.最拥挤部份,活动最多部份,事物的粗大浓密部份"
thigh,"n.大腿,股"
thirst,"n.渴,口渴,(～ for)渴望,热望"
thirsty,"adj.口渴的,渴望的,热望的"
thorn,"n.[植]刺,棘,荆棘"
thorough,"adj.十分的,彻底的"
thrust,"n.插,戳,刺,推力,猛推,口头攻击vt.力推,冲,插入,挤进,刺,戳,强加,延伸vi.插入,刺,戳,延伸,强行推进"
tick,"n.滴答声,记号,勾号,扁虱v.滴答地响,标以记号,作滴答声"
tidy,"n.椅子的背罩,装杂碎的容器adj.整齐的,整洁的,精简的vt.弄整齐,收拾,整理vi.整理,收拾adj.<口>可观的、相当大的"
tile,"n.瓦片,瓷砖"
tilt,"v.(使)倾斜,(使)翘起,以言词或文字抨击"
timid,"adj.胆小的,羞怯的"
tin,"n.[化]锡,马口铁,罐vt.涂锡于adj.锡制的"
tiresome,"adj.无聊的,烦人的"
tobacco,"n.烟草,烟草制品,抽烟"
toe,"n.趾,脚趾,足尖vt.以趾踏触,用脚尖走vi.动脚尖 [军] Tables of Organization and Equipment,编制及装备表"
ton,"n.吨,[pl.] 大量,许多"
tongue,"n.舌头,舌状物,语言,说话方式,口语vt.舔,闲谈,斥责vi.吹管乐器"
torch,"n.火把,启发之物vi.像火炬一样燃烧vt.用火炬点燃"
torment,n.痛苦v.折磨
torrent,"n.急流,洪流,连发,迸发"
torture,"n.折磨,痛苦,拷问,拷打vt.拷问,曲解,折磨,使弯曲"
tow,"n.拖,拖曳所用之绳,麻的粗纤维vt.拖,曳,牵引vi.拖行,被拖带"
towel,"n.手巾,毛巾v.用毛巾擦"
tractor,n.拖拉机
trademark,n.商标
traitor,"n.叛逆者,叛国者"
tram,"n.有轨电车,电车轨道,煤车,吊车v.乘电车"
tramp,"v.重步行走,踏,践,践踏"
transcend,"vt.超越,胜过"
transit,"n.经过,通行,搬运,运输,运输线,转变vt.横越,通过,经过vi.通过n.[天] 中天,经纬仪"
transmission,"n.播送,发射,传动,传送,传输,转播"
trash,"n.无价值之物,无聊的作品,垃圾,废物"
tray,"n.盘,碟,盘子"
treason,"n.叛逆,通敌,背信,叛国罪"
treasure,"n.财宝,财富,珍品,财产vt.珍爱,珍惜,储藏,珍藏"
treaty,"n.条约,谈判"
trench,"n.沟渠,堑壕,管沟,电缆沟,战壕v.掘沟,挖战壕"
triangle,"n.[数]三角形,三人一组,三角关系"
trifle,"n.琐事,少量,蛋糕,小事v.开玩笑,玩弄,闭混,浪费,嘲弄"
trim,"adj.整齐的,整洁的vt.整理,修整,装饰"
trolley,"n.电车,(电车)滚轮,手推车,手摇车,台车vt.用手推车运vi.乘电车"
tropic,"n.[天](天球的)回归线,热带adj.热带的"
tropical,"adj.热带的,热情的"
troublesome,"adj.麻烦的,讨厌的,棘手的"
trousers,"n.pl.裤子,长裤"
trumpet,n.喇叭
trunk,"n.干线,树干,躯干,箱子,主干,象鼻vt.把...放入旅行箱内adj.树干的,躯干的,干线的,箱形的"
tub,
tube,"n.管,管子,[英] 地铁,<美> 电子管,显象管"
tuck,"n.缝摺,活力,鼓声,船尾突出部下方,食物(尤指点心、蛋糕)vt.打摺,卷起,挤进,塞,使隐藏vi.折成摺子,缩拢"
tug,"v.用力拖,吃力地搬运,苦干,用拖轮拖,拖拉n.拖,苦干,拖船,(牵引用的)绳索"
tumble,"n.跌倒,摔跤,翻斤斗vi.翻倒,摔倒,倒塌,滚动,翻筋斗,仓惶地行动vt.使摔倒,使滚翻,弄乱"
tumor,
tune,"n.曲调,调子,和谐,合调vt.调音,调整,拨收,收听,知道或察觉他人所说的话或表现的情绪"
turbine,n.涡轮
turkey,"n.火鸡,无用的东西 Turkey 土耳其"
turmoil,"n.骚动,混乱"
tutor,"n.家庭教师,(大学)指导教师,助教,监护人,辅导教师v.辅导"
twinkle,"v.闪烁,闪耀,(使)闪光n.闪烁,发光,牛眼"
typhoon,n.[气] 台风
typist,n.打字员
ultraviolet,"adj.紫外线的,紫外的n.紫外线辐射"
underneath,adv.在下面 prep.在...的下面
unify,"vt.统一,使成一体"
unload,"vi.卸货,退子弹vt.摆脱...之负担,倾销,卸"
up-to-date,
upper,"adj.上面的,上部的"
uproar,"n.喧嚣,骚动"
utter,"adj.全然的,绝对的vt.发出,做声,发表,发射,流通"
vacant,"adj.空的,空白的,空灵的,头脑空虚的,神情茫然的,空闲的,空缺的"
valve,"n.阀,[英] 电子管,真空管"
van,
vapor,"n.水汽,水蒸气,无实质之物vi.蒸发,自夸vt.使蒸发n.自夸者"
vase,"n.花瓶,瓶"
vegetarian,"n.素食者,食草动物adj.素食的"
vegetation,"n.[植]植被,(总称)植物、草木,(植物的)生长、呆板单调的生活"
veil,"n.面纱,面罩,帐,幕,掩饰物,遮蔽物,口实,假托vt.戴面纱,隐藏,遮蔽,掩饰vi.蒙上面纱"
vein,"n.血管,静脉,叶脉,翅脉,矿脉,纹理,性情,心绪vt.使成脉络,象脉络般分布于"
velocity,"n.速度,速率,迅速,周转率"
velvet,"n.天鹅绒,柔软,光滑adj.天鹅绒的,柔软的,光滑的"
ventilate,"vt.使通风,给...装通风设备"
versatile,"adj.通用的,万能的,多才多艺的,多面手的"
verse,"n.韵文,诗,诗节,诗句,诗篇"
versus," prep.对(指诉讼,比赛等中),与...相对"
vertical,"adj.垂直的,直立的,顶点的,[解]头顶的n.垂直线,垂直面,竖向"
vest,"n.汗衫,背心,内衣vt.使穿衣服,授予vi.穿衣服,归属"
vibrate,"v.(使)振动,(使)摇摆"
vicinity,"n.邻近,附近,接近"
vigorous,"adj.精力旺盛的,有力的,健壮的"
